变量名,type,desc,desc_tw,desc_en,desc_vn,desc_kr,desc_pt,desc_th,icon,title,title_tw,title_en,title_vn,title_kr,title_pt,title_th,targetType,targetArg,targetArg2,targetDisplay,levelReq,vipReq,vipReq_tw,vipReq_en,vipReq_kr,languages,sortWeight,group,rankInGroup,point,awardArgs,goToPanel
默认值,0,"""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",1,,,"""""",1,0,0,0,0,<cn;tw;en;vn;th;kr;pt>,0,0,0,0,{},
任务ID,任务类型,任务描述,任务描述,任务描述,任务描述_越南,任务描述_韩,任务描述_韩,任务描述_韩,任务图标,任务标题,任务标题,任务标题,任务标题_越南,任务标题_韩,任务标题_韩,任务标题_韩,任务目标类型,任务目标参数,任务目标参数2,任务目标显示参数,等级限制,vip限制,vip限制,vip限制,vip限制,语言区域,顺序,任务组,任务组排序,活跃度点数,奖励物品表,前往类型枚举:5位数关卡ID-关卡10000为主线不限关10100为主线第一章20000为困难不限关  gainWay获得途径   shop商店activity活动界面roleLogo头像界面figure个人形象界面gainGold点金界面recharge充值界面gainStamina购买体力friend好友界面cardBag背包界面strengthen还有培养界面handbook图鉴界面任意英文-数字表示其页签
1010,0,主角等级达到11级,主角等級達到11級,Trainer level reaches level 11,Cấp độ Nhà huấn luyện đạt cấp 11,주인공 11레벨 달성,Nível de Treinador atinge o nível 11,ระดับเทรนเนอร์ถึงเลเวล 11,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,11,,11,1,0,0,0,0,,1,1000,11,0,{rmb=15;gold=4000},10000
1011,0,主角等级达到12级,主角等級達到12級,Trainer level reaches level 12,Cấp độ Nhà huấn luyện đạt cấp 12,주인공 12레벨 달성,Nível de Treinador atinge o nível 12,ระดับเทรนเนอร์ถึงเลเวล 12,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,12,,12,1,0,0,0,0,,3,1000,12,0,{rmb=15;gold=4000},10000
1012,0,主角等级达到13级,主角等級達到13級,Trainer level reaches level 13,Cấp độ Nhà huấn luyện đạt cấp 13,주인공 13레벨 달성,Nível de Treinador atinge o nível 13,ระดับเทรนเนอร์ถึงเลเวล 13,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,13,,13,1,0,0,0,0,,0,1000,13,0,{rmb=15;gold=4000},10000
1013,0,主角等级达到14级,主角等級達到14級,Trainer level reaches level 14,Cấp độ Nhà huấn luyện đạt cấp 14,주인공 14레벨 달성,Nível de Treinador atinge o nível 14,ระดับเทรนเนอร์ถึงเลเวล 14,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,14,,14,1,0,0,0,0,,2,1000,14,0,{rmb=15;gold=4000},10000
1014,0,主角等级达到15级,主角等級達到15級,Trainer level reaches level 15,Cấp độ Nhà huấn luyện đạt cấp 15,주인공 15레벨 달성,Nível de Treinador atinge o nível 15,ระดับเทรนเนอร์ถึงเลเวล 15,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,15,,15,1,0,0,0,0,,2,1000,15,0,{rmb=15;gold=4000},10000
1015,0,主角等级达到16级,主角等級達到16級,Trainer level reaches level 16,Cấp độ Nhà huấn luyện đạt cấp 16,주인공 16레벨 달성,Nível de Treinador atinge o nível 16,ระดับเทรนเนอร์ถึงเลเวล 16,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,16,,16,1,0,0,0,0,,3,1000,16,0,{rmb=15;gold=4000},10000
1016,0,主角等级达到17级,主角等級達到17級,Trainer level reaches level 17,Cấp độ Nhà huấn luyện đạt cấp 17,주인공 17레벨 달성,Nível de Treinador atinge o nível 17,ระดับเทรนเนอร์ถึงเลเวล 17,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,17,,17,1,0,0,0,0,,5,1000,17,0,{rmb=15;gold=4000},10000
1017,0,主角等级达到18级,主角等級達到18級,Trainer level reaches level 18,Cấp độ Nhà huấn luyện đạt cấp 18,주인공 18레벨 달성,Nível de Treinador atinge o nível 18,ระดับเทรนเนอร์ถึงเลเวล 18,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,18,,18,1,0,0,0,0,,5,1000,18,0,{rmb=15;gold=4000},10000
1018,0,主角等级达到19级,主角等級達到19級,Trainer level reaches level 19,Cấp độ Nhà huấn luyện đạt cấp 19,주인공 19레벨 달성,Nível de Treinador atinge o nível 19,ระดับเทรนเนอร์ถึงเลเวล 19,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,19,,19,1,0,0,0,0,,2,1000,19,0,{rmb=15;gold=4000},10000
1019,0,主角等级达到20级,主角等級達到20級,Trainer level reaches level 20,Cấp độ Nhà huấn luyện đạt cấp 20,주인공 20레벨 달성,Nível de Treinador atinge o nível 20,ระดับเทรนเนอร์ถึงเลเวล 20,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,20,,20,1,0,0,0,0,,2,1000,20,0,{rmb=20;gold=5000},10000
1020,0,主角等级达到21级,主角等級達到21級,Trainer level reaches level 21,Cấp độ Nhà huấn luyện đạt cấp 21,주인공 21레벨 달성,Nível de Treinador atinge o nível 21,ระดับเทรนเนอร์ถึงเลเวล 21,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,21,,21,1,0,0,0,0,,1,1000,21,0,{rmb=20;gold=5000},10000
1021,0,主角等级达到22级,主角等級達到22級,Trainer level reaches level 22,Cấp độ Nhà huấn luyện đạt cấp 22,주인공 22레벨 달성,Nível de Treinador atinge o nível 22,ระดับเทรนเนอร์ถึงเลเวล 22,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,22,,22,1,0,0,0,0,,1,1000,22,0,{rmb=20;gold=5000},10000
1022,0,主角等级达到23级,主角等級達到23級,Trainer level reaches level 23,Cấp độ Nhà huấn luyện đạt cấp 23,주인공 23레벨 달성,Nível de Treinador atinge o nível 23,ระดับเทรนเนอร์ถึงเลเวล 23,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,23,,23,1,0,0,0,0,,2,1000,23,0,{rmb=20;gold=5000},10000
1023,0,主角等级达到24级,主角等級達到24級,Trainer level reaches level 24,Cấp độ Nhà huấn luyện đạt cấp 24,주인공 24레벨 달성,Nível de Treinador atinge o nível 24,ระดับเทรนเนอร์ถึงเลเวล 24,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,24,,24,1,0,0,0,0,,3,1000,24,0,{rmb=20;gold=5000},10000
1024,0,主角等级达到25级,主角等級達到25級,Trainer level reaches level 25,Cấp độ Nhà huấn luyện đạt cấp 25,주인공 25레벨 달성,Nível de Treinador atinge o nível 25,ระดับเทรนเนอร์ถึงเลเวล 25,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,25,,25,1,0,0,0,0,,4,1000,25,0,{rmb=20;gold=5000},10000
1025,0,主角等级达到26级,主角等級達到26級,Trainer level reaches level 26,Cấp độ Nhà huấn luyện đạt cấp 26,주인공 26레벨 달성,Nível de Treinador atinge o nível 26,ระดับเทรนเนอร์ถึงเลเวล 26,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,26,,26,1,0,0,0,0,,4,1000,26,0,{rmb=20;gold=5000},10000
1026,0,主角等级达到27级,主角等級達到27級,Trainer level reaches level 27,Cấp độ Nhà huấn luyện đạt cấp 27,주인공 27레벨 달성,Nível de Treinador atinge o nível 27,ระดับเทรนเนอร์ถึงเลเวล 27,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,27,,27,1,0,0,0,0,,2,1000,27,0,{rmb=20;gold=5000},10000
1027,0,主角等级达到28级,主角等級達到28級,Trainer level reaches level 28,Cấp độ Nhà huấn luyện đạt cấp 28,주인공 28레벨 달성,Nível de Treinador atinge o nível 28,ระดับเทรนเนอร์ถึงเลเวล 28,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,28,,28,1,0,0,0,0,,1,1000,28,0,{rmb=20;gold=5000},10000
1028,0,主角等级达到29级,主角等級達到29級,Trainer level reaches level 29,Cấp độ Nhà huấn luyện đạt cấp 29,주인공 29레벨 달성,Nível de Treinador atinge o nível 29,ระดับเทรนเนอร์ถึงเลเวล 29,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,29,,29,1,0,0,0,0,,4,1000,29,0,{rmb=20;gold=5000},10000
1029,0,主角等级达到30级,主角等級達到30級,Trainer level reaches level 30,Cấp độ Nhà huấn luyện đạt cấp 30,주인공 30레벨 달성,Nível de Treinador atinge o nível 30,ระดับเทรนเนอร์ถึงเลเวล 30,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,30,,30,1,0,0,0,0,,4,1000,30,0,{rmb=20;gold=5000},10000
1030,0,主角等级达到31级,主角等級達到31級,Trainer level reaches level 31,Cấp độ Nhà huấn luyện đạt cấp 31,주인공 31레벨 달성,Nível de Treinador atinge o nível 31,ระดับเทรนเนอร์ถึงเลเวล 31,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,31,,31,1,0,0,0,0,,3,1000,31,0,{rmb=20;gold=5000},10000
1031,0,主角等级达到32级,主角等級達到32級,Trainer level reaches level 32,Cấp độ Nhà huấn luyện đạt cấp 32,주인공 32레벨 달성,Nível de Treinador atinge o nível 32,ระดับเทรนเนอร์ถึงเลเวล 32,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,32,,32,1,0,0,0,0,,3,1000,32,0,{rmb=20;gold=5000},10000
1032,0,主角等级达到33级,主角等級達到33級,Trainer level reaches level 33,Cấp độ Nhà huấn luyện đạt cấp 33,주인공 33레벨 달성,Nível de Treinador atinge o nível 33,ระดับเทรนเนอร์ถึงเลเวล 33,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,33,,33,1,0,0,0,0,,3,1000,33,0,{rmb=20;gold=5000},10000
1033,0,主角等级达到34级,主角等級達到34級,Trainer level reaches level 34,Cấp độ Nhà huấn luyện đạt cấp 34,주인공 34레벨 달성,Nível de Treinador atinge o nível 34,ระดับเทรนเนอร์ถึงเลเวล 34,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,34,,34,1,0,0,0,0,,1,1000,34,0,{rmb=20;gold=5000},10000
1034,0,主角等级达到35级,主角等級達到35級,Trainer level reaches level 35,Cấp độ Nhà huấn luyện đạt cấp 35,주인공 35레벨 달성,Nível de Treinador atinge o nível 35,ระดับเทรนเนอร์ถึงเลเวล 35,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,35,,35,1,0,0,0,0,,1,1000,35,0,{rmb=20;gold=5000},10000
1035,0,主角等级达到36级,主角等級達到36級,Trainer level reaches level 36,Cấp độ Nhà huấn luyện đạt cấp 36,주인공 36레벨 달성,Nível de Treinador atinge o nível 36,ระดับเทรนเนอร์ถึงเลเวล 36,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,36,,36,1,0,0,0,0,,2,1000,36,0,{rmb=20;gold=5000},10000
1036,0,主角等级达到37级,主角等級達到37級,Trainer level reaches level 37,Cấp độ Nhà huấn luyện đạt cấp 37,주인공 37레벨 달성,Nível de Treinador atinge o nível 37,ระดับเทรนเนอร์ถึงเลเวล 37,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,37,,37,1,0,0,0,0,,3,1000,37,0,{rmb=20;gold=5000},10000
1037,0,主角等级达到38级,主角等級達到38級,Trainer level reaches level 38,Cấp độ Nhà huấn luyện đạt cấp 38,주인공 38레벨 달성,Nível de Treinador atinge o nível 38,ระดับเทรนเนอร์ถึงเลเวล 38,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,38,,38,1,0,0,0,0,,3,1000,38,0,{rmb=20;gold=5000},10000
1038,0,主角等级达到39级,主角等級達到39級,Trainer level reaches level 39,Cấp độ Nhà huấn luyện đạt cấp 39,주인공 39레벨 달성,Nível de Treinador atinge o nível 39,ระดับเทรนเนอร์ถึงเลเวล 39,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,39,,39,1,0,0,0,0,,4,1000,39,0,{rmb=20;gold=5000},10000
1039,0,主角等级达到40级,主角等級達到40級,Trainer level reaches level 40,Cấp độ Nhà huấn luyện đạt cấp 40,주인공 40레벨 달성,Nível de Treinador atinge o nível 40,ระดับเทรนเนอร์ถึงเลเวล 40,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,40,,40,1,0,0,0,0,,5,1000,40,0,{rmb=25;gold=7500},10000
1040,0,主角等级达到41级,主角等級達到41級,Trainer level reaches level 41,Cấp độ Nhà huấn luyện đạt cấp 41,주인공 41레벨 달성,Nível de Treinador atinge o nível 41,ระดับเทรนเนอร์ถึงเลเวล 41,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,41,,41,1,0,0,0,0,,5,1000,41,0,{rmb=25;gold=7500},10000
1041,0,主角等级达到42级,主角等級達到42級,Trainer level reaches level 42,Cấp độ Nhà huấn luyện đạt cấp 42,주인공 42레벨 달성,Nível de Treinador atinge o nível 42,ระดับเทรนเนอร์ถึงเลเวล 42,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,42,,42,1,0,0,0,0,,6,1000,42,0,{rmb=25;gold=7500},10000
1042,0,主角等级达到43级,主角等級達到43級,Trainer level reaches level 43,Cấp độ Nhà huấn luyện đạt cấp 43,주인공 43레벨 달성,Nível de Treinador atinge o nível 43,ระดับเทรนเนอร์ถึงเลเวล 43,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,43,,43,1,0,0,0,0,,7,1000,43,0,{rmb=25;gold=7500},10000
1043,0,主角等级达到44级,主角等級達到44級,Trainer level reaches level 44,Cấp độ Nhà huấn luyện đạt cấp 44,주인공 44레벨 달성,Nível de Treinador atinge o nível 44,ระดับเทรนเนอร์ถึงเลเวล 44,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,44,,44,1,0,0,0,0,,8,1000,44,0,{rmb=25;gold=7500},10000
1044,0,主角等级达到45级,主角等級達到45級,Trainer level reaches level 45,Cấp độ Nhà huấn luyện đạt cấp 45,주인공 45레벨 달성,Nível de Treinador atinge o nível 45,ระดับเทรนเนอร์ถึงเลเวล 45,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,45,,45,1,0,0,0,0,,9,1000,45,0,{rmb=25;gold=7500},10000
1045,0,主角等级达到46级,主角等級達到46級,Trainer level reaches level 46,Cấp độ Nhà huấn luyện đạt cấp 46,주인공 46레벨 달성,Nível de Treinador atinge o nível 46,ระดับเทรนเนอร์ถึงเลเวล 46,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,46,,46,1,0,0,0,0,,10,1000,46,0,{rmb=25;gold=7500},10000
1046,0,主角等级达到47级,主角等級達到47級,Trainer level reaches level 47,Cấp độ Nhà huấn luyện đạt cấp 47,주인공 47레벨 달성,Nível de Treinador atinge o nível 47,ระดับเทรนเนอร์ถึงเลเวล 47,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,47,,47,1,0,0,0,0,,11,1000,47,0,{rmb=25;gold=7500},10000
1047,0,主角等级达到48级,主角等級達到48級,Trainer level reaches level 48,Cấp độ Nhà huấn luyện đạt cấp 48,주인공 48레벨 달성,Nível de Treinador atinge o nível 48,ระดับเทรนเนอร์ถึงเลเวล 48,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,48,,48,1,0,0,0,0,,12,1000,48,0,{rmb=25;gold=7500},10000
1048,0,主角等级达到49级,主角等級達到49級,Trainer level reaches level 49,Cấp độ Nhà huấn luyện đạt cấp 49,주인공 49레벨 달성,Nível de Treinador atinge o nível 49,ระดับเทรนเนอร์ถึงเลเวล 49,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,49,,49,1,0,0,0,0,,13,1000,49,0,{rmb=25;gold=7500},10000
1049,0,主角等级达到50级,主角等級達到50級,Trainer level reaches level 50,Cấp độ Nhà huấn luyện đạt cấp 50,주인공 50레벨 달성,Nível de Treinador atinge o nível 50,ระดับเทรนเนอร์ถึงเลเวล 50,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,50,,50,1,0,0,0,0,,2,1000,50,0,{rmb=25;gold=7500},10000
1050,0,主角等级达到51级,主角等級達到51級,Trainer level reaches level 51,Cấp độ Nhà huấn luyện đạt cấp 51,주인공 51레벨 달성,Nível de Treinador atinge o nível 51,ระดับเทรนเนอร์ถึงเลเวล 51,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,51,,51,1,0,0,0,0,,3,1000,51,0,{rmb=25;gold=7500},10000
1051,0,主角等级达到52级,主角等級達到52級,Trainer level reaches level 52,Cấp độ Nhà huấn luyện đạt cấp 52,주인공 52레벨 달성,Nível de Treinador atinge o nível 52,ระดับเทรนเนอร์ถึงเลเวล 52,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,52,,52,1,0,0,0,0,,4,1000,52,0,{rmb=25;gold=7500},10000
1052,0,主角等级达到53级,主角等級達到53級,Trainer level reaches level 53,Cấp độ Nhà huấn luyện đạt cấp 53,주인공 53레벨 달성,Nível de Treinador atinge o nível 53,ระดับเทรนเนอร์ถึงเลเวล 53,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,53,,53,1,0,0,0,0,,5,1000,53,0,{rmb=25;gold=7500},10000
1053,0,主角等级达到54级,主角等級達到54級,Trainer level reaches level 54,Cấp độ Nhà huấn luyện đạt cấp 54,주인공 54레벨 달성,Nível de Treinador atinge o nível 54,ระดับเทรนเนอร์ถึงเลเวล 54,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,54,,54,1,0,0,0,0,,6,1000,54,0,{rmb=25;gold=7500},10000
1054,0,主角等级达到55级,主角等級達到55級,Trainer level reaches level 55,Cấp độ Nhà huấn luyện đạt cấp 55,주인공 55레벨 달성,Nível de Treinador atinge o nível 55,ระดับเทรนเนอร์ถึงเลเวล 55,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,55,,55,1,0,0,0,0,,7,1000,55,0,{rmb=25;gold=7500},10000
