变量名,tip,tip_tw,tip_en,tip_vn,tip_kr,tip_pt,tip_th,monRes
9,小提示：通关关卡后，别忘了看看地图上有没有散落的小宝箱,小提示：通關關卡後，別忘了看看地圖上有沒有散落的小寶箱,"Tip: After clearing the level, don't forget to check if there are any chests to be collected","Mẹo: Sau khi vượt qua cấp độ, đừng quên kiểm tra xem có rương nào để thu thập không.",알림: 스테이지 클리어 후 지도에 떨어진 보물상자가 없는지 살펴보세요.,"Dica: Depois de concluir o nível, não se esqueça de verificar se há baús para coletar",เคล็ดลับ: หลังจากเคลียร์ด่านแล้วอย่าลืมตรวจสอบว่ามีหีบที่ต้องเก็บหรือไม่,
10,小提示：千万别错过每天的奖励副本,小提示：千萬別錯過每天的獎勵副本,Tip: Don't forget to clear the daily reward dungeon,Mẹo: Đừng quên hoàn thành phó bản phần thưởng hàng ngày.,알림: 매일 보상 던전을 절대 잊지 마세요.,Dica: Não se esqueça de limpar a masmorra de recompensa diária,เคล็ดลับ: อย่าลืมเคลียร์ดันเจี้ยนรางวัลประจำวัน,
11,小提示：金币活动本造成的伤害越多，可以拿到的金币就越多哦,小提示：金幣活動本造成的傷害越多，可以拿到的金幣就越多哦,"Tip: The more damage you deal in the Coin Event, the more coins you get","Mẹo: Bạn càng gây nhiều sát thương trong Sự kiện Xu, bạn càng nhận được nhiều xu.",알림: 코인 이벤트에서는 입히는 피해가 클수록 획득하는 코인이 증가합니다.,"Dica: Quanto mais dano você causar no Evento de Moedas, mais moedas você ganhará",เคล็ดลับ: ยิ่งคุณสร้างความเสียหายในกิจกรรมเหรียญได้มากเท่าไหร่ คุณก็จะยิ่งได้รับเหรียญมากขึ้นเท่านั้น,
12,小提示：礼物活动本的怪物有时会免疫物理伤害，有时会免疫特攻伤害，要看清楚哦,小提示：禮物活動本的怪物有時會免疫物理傷害，有時會免疫特攻傷害，要看清楚哦,"Tip: The monsters in the Gift Event Dungeon are sometimes immune to P.ATK and SP.ATK,  so do be careful!","Mẹo: Các quái vật trong Phó Bản Sự Kiện Quà tặng đôi khi miễn nhiễm với P.ATK và SP.ATK, vì vậy hãy cẩn thận!",알림: 선물 이벤트의 몬스터는 가끔씩 피해 또는 특수공격 피해에 면역되니 잘 확인해야 합니다.,"Dica: Os monstros no Gift Event Dungeon às vezes são imunes a P.ATK e SP.ATK,então tenha cuidado!",เคล็ดลับ: มอนสเตอร์ในดันเจี้ยนกิจกรรมของขวัญบางครั้งจะไม่รับผลจาก P.ATK และ SP.ATKดังนั้นจึงต้องระวังด้วย!,
13,小提示：使用和碎片活动本相同系列的精灵去挑战可以获得额外奖励哦,小提示：使用和碎片活動本相同系列的精靈去挑戰可以獲得額外獎勵哦,Tip: Use Pokémons that are of the same series as the Shard Event Book in the challenge to get extra rewards.,Mẹo: Sử dụng các Pokémon cùng dòng với Sách Sự Kiện Mảnh trong thử thách để nhận thêm phần thưởng.,알림: 조각 이벤트와 같은 계열의 포켓몬을 사용해 도전하면 추가 보상을 획득할 수 있습니다.,Dica: Use Pokémon da mesma série do Shard Event Book no desafio para ganhar recompensas extras.,เคล็ดลับ: ใช้โปเกมอนที่อยู่ในซีรีส์เดียวกันกับ Shard Event Book ในการท้าทายเพื่อรับรางวัลพิเศษเพิ่มเติม,
14,小提示：如果没有将主城阵容同步到竞技场防守阵容，记得常去看看调整调整,小提示：如果沒有將主城陣容同步到競技場防守陣容，記得常去看看調整調整,Tip: Remember to adjust and sync your Main City line-up with your Arena Defense line-up.,Mẹo: Hãy nhớ điều chỉnh và đồng bộ hóa đội hình Thành phố Chính của bạn với đội hình Phòng thủ Đấu trường.,알림: 메인 시티 라인업을 아레나 방어 라인업에 자주 동기화해줘야 합니다.,Dica: Lembre-se de ajustar e sincronizar sua escalação da Cidade Principal com sua escalação de Defesa da Arena.,เคล็ดลับ: อย่าลืมปรับและซิงค์รายชื่อผู้เล่น Main City ของคุณกับรายชื่อผู้เล่น Arena Defense,
15,小提示：快去加入一个公会，寻找志同道合的伙伴吧,小提示：快去加入一個公會，尋找志同道合的夥伴吧,"Tip: Hurry, join a union and find like-minded companions!","Mẹo: Nhanh lên, tham gia một liên minh và tìm những người bạn đồng hành cùng chí hướng!",알림: 어서 길드에 가입해 뜻이 맞는 동료들을 만나 보세요.,"Dica: Corra, junte-se a um sindicato e encontre companheiros com ideias semelhantes!",เคล็ดลับ: รีบเข้าร่วมสหภาพแรงงานและค้นหาเพื่อนที่มีความคิดเหมือนกัน!,
16,小提示：精灵等级不能超过训练家的等级哦,小提示：精靈等級不能超過訓練家的等級哦,Tip: The Pokémon level cannot exceed the level of the trainer.,Mẹo: Cấp độ Pokémon không thể vượt quá cấp độ của huấn luyện viên.,알림: 포켓몬 레벨은 트레이너 레벨보다 높을 수 없습니다.,Dica: O nível do Pokémon não pode exceder o nível do treinador.,เคล็ดลับ: เลเวลโปเกมอนไม่สามารถเกินเลเวลของผู้ฝึกได้,
17,小提示：公会副本的通关奖励统一在右下角，千万别忘了哦,小提示：公會副本的通關獎勵統一在右下角，千萬別忘了哦,Tip: Don't forget to claim the union War Rewards at the bottom right hand corner!,Mẹo: Đừng quên nhận Phần thưởng Chiến tranh liên minh ở góc dưới bên phải!,알림: 길드 던전의 클리어 보상은 모두 우측 하단에 있습니다.,Dica: Não se esqueça de resgatar as Recompensas de Guerra da União no canto inferior direito!,เคล็ดลับ: อย่าลืมรับรางวัลสงครามสหภาพที่มุมขวาล่าง!,
18,小提示：训练中心中的单只精灵每天最多获得6次加速的经验哦,小提示：訓練中心中的單只精靈每天最多獲得6次加速的經驗哦,Tip: A single Pokémon in the Training Center can gain up to EXP time boost per day.,Mẹo: Một Pokémon duy nhất trong Trung tâm Huấn luyện có thể nhận được tối đa tăng thời gian EXP mỗi ngày.,알림: 훈련 센터의 단일 포켓몬은 매일 최대 6회 가속 경험치를 획득할 수 있습니다.,Dica: Um único Pokémon no Centro de Treinamento pode ganhar até um aumento de tempo de EXP por dia.,เคล็ดลับ: โปเกมอนตัวเดียวในศูนย์ฝึกสามารถเพิ่มเวลา EXP ได้สูงสุดต่อวัน,
19,小提示：获得红包后记得发放，发红包是免费的，记得和大家分享,小提示：獲得紅包後記得發放，發紅包是免費的，記得和大家分享,"Tip: Remember to distribute the Red Packet after getting it. It's free anyway, do share it with everyone","Mẹo: Hãy nhớ phân phát Bao Lì Xì sau khi nhận được. Dù sao thì nó cũng miễn phí, hãy chia sẻ nó với mọi người.",알림: 보너스 획득 시 발송하는 것을 잊지 마세요. 보너스 발송은 무료입니다.,"Dica: Lembre-se de distribuir o Red Packet depois de obtê-lo. É grátis de qualquer forma, compartilhe com todos",เคล็ดลับ: อย่าลืมแจก Red Packet หลังจากได้รับแล้ว แจกฟรี ดังนั้นอย่าลืมแบ่งปันให้ทุกคน,
20,小提示：更换公会后，会有很多建筑当天是没办法使用的，谨慎操作哦,小提示：更換公會後，會有很多建築當天是沒辦法使用的，謹慎操作哦,"Tip: Note that after changing union, there will be many buildings that cannot be used on the day.","Mẹo: Lưu ý rằng sau khi đổi liên minh, sẽ có nhiều tòa nhà không thể sử dụng được trong ngày.",알림: 길드 변경 시 일부 건물은 당일에 사용할 수 없습니다.,"Dica: Observe que, após a mudança de sindicato, haverá muitos edifícios que não poderão ser usados no dia.",เคล็ดลับ: หมายเหตุ: หลังจากเปลี่ยนสหภาพแล้ว จะมีอาคารจำนวนมากที่ไม่สามารถใช้งานได้ในวันนั้น,
21,小提示：传说看到凤王的人能够获得永远的幸福,小提示：傳說看到鳳王的人能夠獲得永遠的幸福,Tip: Legend has it that anyone who sees Ho-Oh can gain eternal happiness.,Mẹo: Truyền thuyết kể rằng bất cứ ai nhìn thấy Ho-Oh đều có thể có được hạnh phúc vĩnh cửu.,알림: 전설에 따르면 칠색조를 본 사람은 영원한 행복이 약속된다고 합니다.,Dica: Diz a lenda que qualquer um que veja Ho-Oh pode ganhar felicidade eterna.,เคล็ดลับ: ตำนานเล่าว่าใครก็ตามที่ได้เห็นโฮโอจะมีความสุขชั่วนิรันดร์,
22,小提示：玩家等级达到20级时可开启战斗3倍速,小提示：玩家等級達到20級時可開啟戰鬥3倍速,Tip: Trainers can enable 3x battle speed when they reach level 20,Mẹo: Các huấn luyện viên có thể bật tốc độ chiến đấu 3x khi đạt cấp 20.,알림: 유저가 20레벨을 달성하면 전투 3배속을 개방할 수 있습니다.,Dica: Os treinadores podem habilitar 3x a velocidade de batalha quando atingirem o nível 20,เคล็ดลับ: ผู้ฝึกสามารถเปิดใช้งานความเร็วในการต่อสู้ 3 เท่าเมื่อพวกเขาถึงระดับ 20,
23,小提示：对精灵使用背包内的薄荷，可以使其获得指定的性格哟,小提示：對精靈使用背包內的薄荷，可以使其獲得指定的性格喲,Tip: Giving the Pokémon a mint from the bag will change its character.,Mẹo: Cho Pokémon một viên bạc hà từ túi sẽ thay đổi tính cách của nó.,알림: 포켓몬에게 가방 안의 민트를 사용하면 지정한 성격을 획득할 수 있습니다.,Dica: Dar ao Pokémon uma bala do saco mudará seu caráter.,เคล็ดลับ: การให้มินต์จากถุงแก่โปเกมอนจะเปลี่ยนตัวละครของมัน,
24,小提示：玩家等级达到35级后，可开启技能的快速升级功能,小提示：玩家等級達到35級後，可開啟技能的快速升級功能,"Tip: When the player reaches level 35, the quick upgrade of the move can be enabled.","Mẹo: Khi người chơi đạt cấp 35, có thể bật nâng cấp nhanh của chiêu thức.",알림: 유저 35레벨 달성 시 기술의 빠른 레벨업 기능이 개방됩니다.,"Dica: Quando o jogador atinge o nível 35, a atualização rápida do movimento pode ser habilitada.",เคล็ดลับ: เมื่อผู้เล่นถึงเลเวล 35 จะสามารถเปิดใช้งานการอัปเกรดการเคลื่อนไหวอย่างรวดเร็วได้,
25,小提示：携带道具和精灵一致，同样也可以重生,小提示：攜帶道具和精靈一致，同樣也可以重生,Tip: Pokémons can also be reborn if the Held Items and Pokémons are the same.,Mẹo: Pokémon cũng có thể được tái sinh nếu các Vật phẩm Mang theo và Pokémon giống nhau.,알림: 휴대 아이템은 포켓몬과 동일하게 부활할 수 있습니다.,Dica: Os Pokémon também podem renascer se os Itens Segurados e os Pokémon forem os mesmos.,เคล็ดลับ: โปเกมอนสามารถเกิดใหม่ได้หากไอเทมที่ถืออยู่และโปเกมอนเป็นตัวเดียวกัน,
26,小提示：在背包内没有薄荷时，道具改变性格功能将会自动隐藏起来,小提示：在背包內沒有薄荷時，道具改變性格功能將會自動隱藏起來,"Tip: When there is no mint in the bag, the feature of changing nature by items will be hidden automatically.","Mẹo: Khi không có bạc hà trong túi, tính năng thay đổi bản chất bằng vật phẩm sẽ tự động bị ẩn đi.","""알림: 가방에 민트가 없을 경우, 아이템 성격 변경 기능이 자동으로 숨겨집니다.""","Dica: Quando não houver hortelã na bolsa, o recurso de alteração da natureza por itens será ocultado automaticamente.",เคล็ดลับ: เมื่อไม่มีมิ้นต์ในกระเป๋า คุณสมบัติการเปลี่ยนแปลงธรรมชาติด้วยไอเท็มจะถูกซ่อนโดยอัตโนมัติ,
27,小提示：图鉴内藏着一些不久将到来的精灵，一起期待吧,小提示：圖鑒內藏著一些不久將到來的精靈，一起期待吧,Tip: Some new Pokémons are entering the Pokedex soon. Do look forward to it!,Mẹo: Một số Pokémon mới sắp được đưa vào Pokedex. Hãy chờ đợi nhé!,알림: 도감에 보이지 않는 포켓몬도 이후 추가될 수 있습니다.,Dica: Alguns novos Pokémon entrarão no Pokedex em breve. Aguardem!,เคล็ดลับ: โปเกมอนตัวใหม่บางตัวจะเข้าสู่ Pokedex เร็วๆ นี้ โปรดรอติดตาม!,
28,小提示：超稀有的神兽万能碎片，目前的科技水平没有办法再转化成普通万能碎片,小提示：超稀有的神獸萬能碎片，目前的科技水準沒有辦法再轉化成普通萬能碎片,Tip: The current technology cannot convert super rare legendary beast shards into ordinary universal shards.,Mẹo: Công nghệ hiện tại không thể chuyển đổi các mảnh thú huyền thoại siêu hiếm thành các mảnh đa năng thông thường.,"알림:전설의 포켓몬 만능 조각,현재로서  과학 기술 수준으로는 다시 일반 만능 조각으로 전환할 수 없습니다.",Dica: A tecnologia atual não consegue converter fragmentos de bestas lendárias super raras em fragmentos universais comuns.,เคล็ดลับ: เทคโนโลยีในปัจจุบันไม่สามารถแปลงชิ้นส่วนสัตว์ในตำนานที่หายากให้เป็นชิ้นส่วนสากลธรรมดาได้,
29,小提示：36级后，使用体力有几率发现可捕捉的精灵哟,小提示：36級後，使用體力有幾率發現可捕捉的精靈喲,"Tip: After level 36, you can spend energy to get a chance of finding catchable Pokémons.","Mẹo: Sau cấp 36, bạn có thể tiêu tốn năng lượng để có cơ hội tìm thấy các Pokémon có thể bắt được.",알림: 36레벨 이후 체력 사용 시 일정 확률로 포획 가능한 포켓몬을 발견합니다.,"Dica: Após o nível 36, você pode gastar energia para ter uma chance de encontrar Pokémon capturáveis.",เคล็ดลับ: หลังจากถึงเลเวล 36 แล้ว คุณสามารถใช้พลังงานเพื่อรับโอกาสในการค้นหาโปเกมอนที่สามารถจับได้,
30,小提示：对战竞技场公平赛中，同精灵或同速度的两个精灵的出手行动顺序是纯随机的,小提示：對戰競技場公平賽中，同精靈或同速度的兩個精靈的出手行動順序是純隨機的,"Tip: In arena fair battle, the order of action of same Pokémon or two Pokémon with same speed is totally random.","Mẹo: Trong trận chiến công bằng ở đấu trường, thứ tự hành động của cùng một Pokémon hoặc hai Pokémon có cùng tốc độ là hoàn toàn ngẫu nhiên.",알림:대전 아레나 경기중에 같은 포켓몬이나 같은 속도의 두 포켓몬의 행동 순서는 순전히 무작위이다.,"Dica: Em uma batalha justa na arena, a ordem de ação do mesmo Pokémon ou de dois Pokémon com a mesma velocidade é totalmente aleatória.",เคล็ดลับ: ในการต่อสู้ที่ยุติธรรมในสนามประลอง ลำดับการกระทำของโปเกมอนตัวเดียวกันหรือโปเกมอนสองตัวที่มีความเร็วเท่ากันจะเป็นแบบสุ่มโดยสมบูรณ์,
